,playerID,nameFirst,nameLast,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,Years_Played,Af,Ef,DPf,HoF,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,G_p_percent,G_c_percent,G_1b_percent,G_2b_percent,G_3b_percent,G_ss_percent,G_lf_percent,G_cf_percent,G_rf_percent,G_of_percent,G_dh_percent,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,throws_R,bats_R,debutYear,finalYear,AVE,OBP,Slug_Percent,OPS
9567,knaupco01,Cotton,Knaupp,1910-08-30,1911-04-28,31,98,5,18,4,1,0,11.0,4.0,8,0.0,1.0,4.0,0.0,2,93.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,0,0,0,31,0,0,0,0,0.0,31,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1910.0,1911.0,0.1836734693877551,0.24324324324324326,0.24489795918367346,0.4881412024269167
9577,knickau01,Austin,Knickerbocker,1947-04-19,1947-09-28,21,48,8,12,3,2,0,2.0,0.0,3,4.0,0.0,2.0,0.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,0,0,0,2,2,10,14,0.0,0,0,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.47619047619047616,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1947.0,1947.0,0.25,0.2830188679245283,0.3958333333333333,0.6788522012578616
9578,knickbi01,Bill,Knickerbocker,1933-04-12,1942-09-17,907,3418,423,943,198,27,28,368.0,25.0,244,238.0,9.0,82.0,0.0,10,2621.0,189.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907,0,0,0,211,17,649,0,0,0,0,0.0,0,820,87,0,0,0,0,0,0.0,0.0,0.0,0.2326350606394708,0.018743109151047408,0.7155457552370452,0.0,0.0,0.0,0.0,0.0,0.0,0.9040793825799338,0.09592061742006615,0.0,0.0,0.0,0.0,0.0,1,1,1933.0,1942.0,0.2758923346986542,0.31867839062083664,0.374195435927443,0.6928738265482797
9582,knighjo01,Joe,Knight,1884-05-16,1890-10-03,133,505,69,156,29,8,4,69.0,0.0,38,33.0,0.0,0.0,0.0,2,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,6,0,0,0,0,0,127,0,0,127,0.0,133,0,0,0,0,0,0,0,0.045112781954887216,0.0,0.0,0.0,0.0,0.0,0.9548872180451128,0.0,0.0,0.9548872180451128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1884.0,1890.0,0.3089108910891089,0.3572744014732965,0.42178217821782177,0.7790565796911182
9583,knighjo02,John,Knight,1905-04-14,1913-10-04,767,2664,301,636,96,24,14,270.0,86.0,211,0.0,24.0,89.0,0.0,8,1713.0,291.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770,0,0,126,107,216,314,0,0,1,1,0.0,770,0,0,0,0,0,0,0,0.0,0.0,0.16363636363636364,0.13896103896103895,0.2805194805194805,0.4077922077922078,0.0,0.0,0.0012987012987012987,0.0012987012987012987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1905.0,1913.0,0.23873873873873874,0.2914993306559572,0.30855855855855857,0.6000578892145157
9584,knighlo01,Lon,Knight,1875-09-04,1885-10-10,545,2288,391,555,93,37,3,0.0,0.0,97,0.0,0.0,0.0,0.0,8,239.0,154.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545,51,0,17,9,3,1,0,7,473,479,0.0,545,0,0,0,0,0,0,0,0.09357798165137615,0.0,0.031192660550458717,0.01651376146788991,0.005504587155963303,0.001834862385321101,0.0,0.012844036697247707,0.8678899082568807,0.8788990825688073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1875.0,1885.0,0.24256993006993008,0.27337526205450735,0.319493006993007,0.5928682690475143
9585,knighra01,Ray,Knight,1974-09-10,1988-10-02,1495,4829,490,1311,266,27,84,595.0,14.0,343,579.0,36.0,22.0,61.0,13,1858.0,131.0,421.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1495,0,0,339,23,1021,4,9,0,1,10,39.0,0,0,0,0,14,1481,0,0,0.0,0.0,0.22675585284280936,0.015384615384615385,0.682943143812709,0.0026755852842809363,0.006020066889632107,0.0,0.0006688963210702341,0.006688963210702341,0.02608695652173913,0.0,0.0,0.0,0.0,0.009364548494983277,0.9906354515050168,0.0,0.0,1,1,1974.0,1988.0,0.2714847794574446,0.3194103194103194,0.3899358045143922,0.7093461239247116
9586,knisepe01,Pete,Knisely,1912-09-04,1915-09-23,124,272,27,64,16,4,0,29.0,4.0,24,30.0,4.0,6.0,0.0,4,29.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,0,0,0,13,0,1,18,23,22,63,0.0,125,0,0,0,0,0,0,0,0.0,0.0,0.0,0.104,0.0,0.008,0.144,0.184,0.176,0.504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1912.0,1915.0,0.23529411764705882,0.3006535947712418,0.3235294117647059,0.6241830065359477
9588,knoblch01,Chuck,Knoblauch,1991-04-09,2002-09-27,1632,6366,1132,1839,322,64,98,615.0,407.0,804,730.0,139.0,20.0,56.0,12,3844.0,125.0,840.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1632,0,0,0,1380,0,13,182,1,0,183,51.0,0,0,0,0,0,306,1326,0,0.0,0.0,0.0,0.8455882352941176,0.0,0.007965686274509803,0.11151960784313726,0.0006127450980392157,0.0,0.11213235294117647,0.03125,0.0,0.0,0.0,0.0,0.0,0.1875,0.8125,0.0,1,1,1991.0,2002.0,0.2888784165881244,0.3767095463777928,0.4057492931196984,0.7824588394974912
9589,knodemi01,Mike,Knode,1920-06-28,1920-09-26,42,65,11,15,1,1,0,12.0,0.0,5,6.0,2.0,5.0,0.0,1,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,0,0,3,2,2,3,0,7,10,0.0,0,42,0,0,0,0,0,0,0.0,0.0,0.0,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.0,0.16666666666666666,0.23809523809523808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1920.0,1920.0,0.23076923076923078,0.2857142857142857,0.27692307692307694,0.5626373626373626
9590,knodera01,Ray,Knode,1923-06-30,1926-09-26,109,207,32,55,7,1,2,23.0,6.0,18,12.0,0.0,8.0,0.0,4,39.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0,0,76,0,0,0,0,0,0,0,0.0,0,109,0,0,0,0,0,0,0.0,0.0,0.6972477064220184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1923.0,1926.0,0.26570048309178745,0.3133047210300429,0.33816425120772947,0.6514689722377724
9593,knollpu01,Punch,Knoll,1905-04-27,1905-10-07,79,244,24,52,10,5,0,29.0,3.0,9,58.0,2.0,11.0,0.0,1,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,5,2,0,0,0,10,0,53,63,0.0,79,0,0,0,0,0,0,0,0.0,0.06329113924050633,0.02531645569620253,0.0,0.0,0.0,0.12658227848101267,0.0,0.6708860759493671,0.7974683544303798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1905.0,1905.0,0.21311475409836064,0.23684210526315788,0.29508196721311475,0.5319240724762726
9594,knoopbo01,Bobby,Knoop,1964-04-13,1972-09-20,1153,3622,337,856,129,29,56,331.0,16.0,305,833.0,14.0,36.0,27.0,9,3218.0,119.0,779.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1153,0,0,0,1116,5,0,0,0,0,0,0.0,0,0,0,0,1153,0,0,0,0.0,0.0,0.0,0.9679098005203816,0.004336513443191674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1964.0,1972.0,0.23633351739370514,0.2934565434565435,0.33434566537824406,0.6278022088347875
9596,knothfr01,Fritz,Knothe,1932-04-12,1933-08-30,174,615,70,135,26,3,2,53.0,8.0,58,81.0,2.0,9.0,0.0,2,333.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,0,0,0,4,151,10,0,0,0,0,0.0,0,173,0,0,0,0,0,0,0.0,0.0,0.0,0.023121387283236993,0.8728323699421965,0.057803468208092484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1932.0,1933.0,0.21951219512195122,0.2850877192982456,0.2813008130081301,0.5663885323063758
9597,knothge01,George,Knothe,1932-04-25,1932-05-25,6,12,2,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,5,0,0,0,0,0,0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1932.0,1932.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25
9602,knottjo02,Jon,Knott,2004-05-30,2007-07-22,19,31,4,6,2,0,1,5.0,0.0,5,9.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0,0,0,7,0,0,7,3.0,0,0,0,0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.3684210526315789,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2004.0,2007.0,0.1935483870967742,0.2972972972972973,0.3548387096774194,0.6521360069747166
9607,knowlji01,Jimmy,Knowles,1884-05-02,1892-10-12,357,1388,185,334,40,28,9,0.0,0.0,89,0.0,0.0,0.0,0.0,5,763.0,206.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,0,0,76,78,203,1,0,0,0,0,0.0,357,0,0,0,0,0,0,0,0.0,0.0,0.21288515406162464,0.2184873949579832,0.5686274509803921,0.0028011204481792717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1884.0,1892.0,0.24063400576368876,0.2863913337846987,0.3292507204610951,0.6156420542457939
9609,knoxan01,Andy,Knox,1890-09-19,1890-10-12,21,75,6,19,3,0,0,8.0,5.0,9,0.0,0.0,0.0,0.0,1,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,21,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1890.0,1890.0,0.25333333333333335,0.3333333333333333,0.29333333333333333,0.6266666666666667
9611,knoxjo01,John,Knox,1972-08-01,1975-09-26,124,219,21,60,4,1,0,11.0,7.0,20,27.0,0.0,3.0,0.0,4,143.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,0,0,0,68,5,0,0,0,0,0,8.0,0,0,0,0,124,0,0,0,0.0,0.0,0.0,0.5483870967741935,0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1972.0,1975.0,0.273972602739726,0.3305785123966942,0.3013698630136986,0.6319483754103928
